questions_id,questions,num_respondents,options,Clinton_perc,Trump_perc,Others_Unknown_perc,options_perc,state,url
80,Direction of the country,24558,Right direction,89,7,4,33,nation,http://www.cnn.com/election/results/exit-polls/national/president
80,Direction of the country,24558,Wrong track,26,68,6,62,nation,http://www.cnn.com/election/results/exit-polls/national/president
81,Life for the next generation of Americans will be:,24558,Better than today,59,38,3,37,nation,http://www.cnn.com/election/results/exit-polls/national/president
81,Life for the next generation of Americans will be:,24558,Worse than today,31,63,6,33,nation,http://www.cnn.com/election/results/exit-polls/national/president
81,Life for the next generation of Americans will be:,24558,About the same,54,38,8,25,nation,http://www.cnn.com/election/results/exit-polls/national/president
82,Vote for president in a two-way race,24558,Clinton,97,1,2,47,nation,http://www.cnn.com/election/results/exit-polls/national/president
82,Vote for president in a two-way race,24558,Trump,1,97,2,47,nation,http://www.cnn.com/election/results/exit-polls/national/president
82,Vote for president in a two-way race,24558,Would not vote,16,19,65,5,nation,http://www.cnn.com/election/results/exit-polls/national/president
83,How confident are you in the vote count?,24558,Very confident,68,27,5,47,nation,http://www.cnn.com/election/results/exit-polls/national/president
83,How confident are you in the vote count?,24558,Somewhat confident,33,61,6,37,nation,http://www.cnn.com/election/results/exit-polls/national/president
83,How confident are you in the vote count?,24558,Not very confident,25,68,7,11,nation,http://www.cnn.com/election/results/exit-polls/national/president
83,How confident are you in the vote count?,24558,Not at all confident,28,57,15,4,nation,http://www.cnn.com/election/results/exit-polls/national/president
84,Are you confident in the vote count?,24558,Confident,53,42,5,83,nation,http://www.cnn.com/election/results/exit-polls/national/president
84,Are you confident in the vote count?,24558,Not confident,26,65,9,15,nation,http://www.cnn.com/election/results/exit-polls/national/president
85,"Are you gay, lesbian, bisexual or transgender?",24558,Yes,77,14,9,5,nation,http://www.cnn.com/election/results/exit-polls/national/president
85,"Are you gay, lesbian, bisexual or transgender?",24558,No,47,47,6,95,nation,http://www.cnn.com/election/results/exit-polls/national/president
86,Importance of debates to your vote,24558,Most important factor,51,47,2,25,nation,http://www.cnn.com/election/results/exit-polls/national/president
86,Importance of debates to your vote,24558,An important factor,50,45,5,38,nation,http://www.cnn.com/election/results/exit-polls/national/president
86,Importance of debates to your vote,24558,A minor factor,37,58,5,19,nation,http://www.cnn.com/election/results/exit-polls/national/president
86,Importance of debates to your vote,24558,Not a factor,41,49,10,11,nation,http://www.cnn.com/election/results/exit-polls/national/president
87,Importance of debates to your vote,24558,Important,50,46,4,64,nation,http://www.cnn.com/election/results/exit-polls/national/president
87,Importance of debates to your vote,24558,Not important,38,55,7,30,nation,http://www.cnn.com/election/results/exit-polls/national/president
88,Were debates a factor in your vote?,24558,Yes,47,48,5,82,nation,http://www.cnn.com/election/results/exit-polls/national/president
88,Were debates a factor in your vote?,24558,No,41,49,10,11,nation,http://www.cnn.com/election/results/exit-polls/national/president
89,Vote for U.S. House,24558,Democratic candidate,90,5,5,49,nation,http://www.cnn.com/election/results/exit-polls/national/president
89,Vote for U.S. House,24558,Republican candidate,8,87,5,50,nation,http://www.cnn.com/election/results/exit-polls/national/president
90,Area type,24558,Urban area,60,34,6,34,nation,http://www.cnn.com/election/results/exit-polls/national/president
90,Area type,24558,Suburban area,45,49,6,49,nation,http://www.cnn.com/election/results/exit-polls/national/president
90,Area type,24558,Rural area,34,61,5,17,nation,http://www.cnn.com/election/results/exit-polls/national/president
1,Gender,1729,Male,40,53,7,49,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
1,Gender,1729,Female,49,45,6,51,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
2,Age,1729,18-29,53,35,12,14,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
2,Age,1729,30-44,47,41,12,24,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
2,Age,1729,45-64,41,54,5,37,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
2,Age,1729,65 and older,42,55,3,25,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,18-24,NA,NA,NA,9,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,25-29,NA,NA,NA,5,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,30-39,47,41,12,17,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,40-49,45,48,7,17,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,50-64,41,55,4,28,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
3,Age,1729,65 and older,42,55,3,25,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
4,Age,1729,18-44,49,39,12,38,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
4,Age,1729,45 and older,42,55,3,62,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
5,Race,1729,White,40,54,6,75,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
5,Race,1729,Black,NA,NA,NA,2,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
5,Race,1729,Latino,61,31,8,15,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
5,Race,1729,Asian,NA,NA,NA,2,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
5,Race,1729,Other race,NA,NA,NA,5,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
6,Race,1729,White,40,54,6,75,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
6,Race,1729,Non-white,59,32,9,25,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,White men,36,56,8,37,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,White women,44,51,5,39,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,Black men,NA,NA,NA,1,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,Black women,NA,NA,NA,1,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,Latino men,51,42,7,8,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,Latino women,73,17,10,7,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
7,Race and gender,1729,Others,NA,NA,NA,7,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
8,Education,1729,High school or less,44,52,4,19,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
8,Education,1729,Some college,43,49,8,30,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
8,Education,1729,College graduate,41,51,8,36,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
8,Education,1729,Postgraduate,58,39,3,15,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
9,Are you a college graduate?,1729,Yes,46,47,7,51,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
9,Are you a college graduate?,1729,No,43,50,7,49,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
10,Education and race,1729,White college graduates,44,50,6,40,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
10,Education and race,1729,Whites no degree,36,58,6,35,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
10,Education and race,1729,Non-whites college grads,57,35,8,11,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
10,Education and race,1729,Non-whites no degree,61,30,9,14,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
11,Education among whites by sex,1729,White college-grad women,46,48,6,21,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
11,Education among whites by sex,1729,White non-college women,40,55,5,18,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
11,Education among whites by sex,1729,White college-grad men,41,53,6,19,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
11,Education among whites by sex,1729,White non-college men,32,60,8,18,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
11,Education among whites by sex,1729,Non-whites,59,32,9,25,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
12,Party ID,1729,Democrats,89,7,4,28,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
12,Party ID,1729,Republicans,7,88,5,32,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
12,Party ID,1729,Independents,44,47,9,40,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Democratic men,89,6,5,10,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Democratic women,89,7,4,18,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Republican men,6,89,5,16,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Republican women,8,88,4,17,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Independent men,40,50,10,23,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
13,Party by gender,1729,Independent women,49,42,9,16,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
14,Ideology,1729,Liberal,80,12,8,27,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
14,Ideology,1729,Moderate,55,38,7,32,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
14,Ideology,1729,Conservative,13,82,5,41,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"Under $30,000",54,38,8,16,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"$30K-$49,999",47,43,10,19,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"$50K-$99,999",48,48,4,33,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"$100K-$199,999",40,54,6,23,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"$200K-$249,999",NA,NA,NA,4,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
15,Income,1729,"$250,000 or more",NA,NA,NA,4,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
16,Income,1729,Under $50K,50,40,10,36,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
16,Income,1729,$50K-$100K,48,48,4,33,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
16,Income,1729,$100K or more,40,54,6,32,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
17,Income,1729,Under $50K,50,40,10,36,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
17,Income,1729,$50K or more,44,51,5,64,Arizona,http://www.cnn.com/election/results/exit-polls/arizona/president
