"office","state","jurisdiction","fipscode","clinton","trump","johnson","stein","other","totalvotes","dem.two.party"
"President","MA","Berkley",2500505280,1455,1926,149,51,98,3679,0.430346051464064
"President","MA","Berlin",2502705490,1009,745,124,38,50,1966,0.575256556442417
"President","MA","Bernardston",2501105560,711,382,81,27,43,1244,0.650503202195791
"President","MA","Beverly",2500905595,13185,6904,1142,332,850,22413,0.656329334461646
"President","MA","Billerica",2501705805,10100,10319,976,264,699,22358,0.494637347568441
"President","MA","Blackstone",2502706015,1850,2327,254,59,133,4623,0.442901604022025
"President","MA","Blandford",2501306085,256,405,28,8,20,717,0.387291981845688
"President","MA","Bolton",2502706365,1891,1036,230,54,134,3345,0.646053980184489
"President","MA","Boston",2502507000,221093,38087,7025,3969,7192,277366,0.853048074697122
"President","MA","Bourne",2500107175,4910,5201,442,129,353,11035,0.485609731975077
"President","MA","Boxborough",2501707350,1987,756,159,36,131,3069,0.724389354721108
"President","MA","Boxford",2500907420,2454,2194,297,35,228,5208,0.527969018932874
"President","MA","Boylston",2502707525,1424,1125,176,35,101,2861,0.558650451157317
"President","MA","Braintree",2502107665,10469,8427,766,216,748,20626,0.554032599491956
"President","MA","Brewster",2500107980,3813,2370,297,112,223,6815,0.616690926734595
"President","MA","Bridgewater",2502308085,5718,6261,624,167,370,13140,0.477335336839469
"President","MA","Brimfield",2501308470,793,1113,117,34,69,2126,0.416054564533054
"President","MA","Brockton",2502309000,25593,8801,920,388,783,36485,0.744112345176484
"President","MA","Brookfield",2502709105,708,936,102,27,54,1827,0.430656934306569
"President","MA","Brookline",2502109175,24583,3175,731,398,793,29680,0.885618560415016
"President","MA","Buckland",2501109595,703,230,53,39,42,1067,0.753483386923901
"President","MA","Burlington",2501709840,7633,5434,558,123,471,14219,0.584143261651488
"President","MA","Cambridge",2501711000,46563,3323,1213,1032,1151,53282,0.933388124924829
"President","MA","Canton",2502111315,7308,4731,574,109,448,13170,0.607027161724396
"President","MA","Carlisle",2501711525,2302,732,192,43,122,3391,0.758734344100198
"President","MA","Carver",2502311665,2529,3206,364,72,196,6367,0.440976460331299
"President","MA","Charlemont",2501112505,407,228,40,25,35,735,0.640944881889764
"President","MA","Charlton",2502712715,2709,3856,461,99,216,7341,0.412642802741813
"President","MA","Chatham",2500112995,2398,1796,216,68,165,4643,0.571769194086791
"President","MA","Chelmsford",2501713135,10705,7661,1093,237,746,20442,0.58287052161603
"President","MA","Chelsea",2502513205,7500,1587,207,127,612,10033,0.825354902608121
"President","MA","Cheshire",2500313345,978,741,83,30,59,1891,0.568935427574171
"President","MA","Chester",2501313485,238,372,55,13,18,696,0.390163934426229
"President","MA","Chesterfield",2501513590,398,267,39,39,25,768,0.598496240601504
"President","MA","Chicopee",2501313660,12338,9841,1046,472,844,24541,0.556291987916498
"President","MA","Chilmark",2500713800,617,94,30,23,24,788,0.867791842475387
"President","MA","Clarksburg",2500314010,510,327,29,12,18,896,0.609318996415771
"President","MA","Clinton",2502714395,3767,2748,396,100,226,7237,0.578204144282425
"President","MA","Cohasset",2502114640,2895,1629,244,46,226,5040,0.639920424403183
"President","MA","Colrain",2501114885,513,257,59,62,43,934,0.666233766233766
"President","MA","Concord",2501715060,8460,1951,503,150,383,11447,0.812602055518202
"President","MA","Conway",2501115200,865,249,47,39,35,1235,0.776481149012567
"President","MA","Cummington",2501516040,334,156,31,33,13,567,0.681632653061224
"President","MA","Dalton",2500316180,2190,940,166,83,104,3483,0.699680511182109
"President","MA","Danvers",2500916250,7752,6484,691,179,500,15606,0.544534981736443
"President","MA","Dartmouth",2500516425,8586,6738,610,235,434,16603,0.560297572435395
"President","MA","Dedham",2502116495,8621,4778,570,149,508,14626,0.6434062243451
"President","MA","Deerfield",2501116670,1968,777,161,75,114,3095,0.716939890710383
"President","MA","Dennis",2500116775,4887,3751,372,138,284,9432,0.565755962028247
"President","MA","Dighton",2500516950,1602,2149,172,67,132,4122,0.427086110370568
"President","MA","Douglas",2502717300,1780,2685,299,64,147,4975,0.398656215005599
"President","MA","Dover",2502117405,2063,1137,266,29,177,3672,0.6446875
"President","MA","Dracut",2501717475,6645,8319,821,187,465,16437,0.444065757818765
"President","MA","Dudley",2502717685,2113,2871,295,69,139,5487,0.423956661316212
"President","MA","Dunstable",2501717825,954,837,140,26,78,2035,0.532663316582915
"President","MA","Duxbury",2502317895,5137,3888,531,112,428,10096,0.569196675900277
"President","MA","E. Bridgewater",2502318455,3174,4073,430,86,252,8015,0.437974334207258
"President","MA","E. Brookfield",2502718560,417,664,65,18,53,1217,0.385753931544866
"President","MA","E. Longmeadow",2501319645,4089,4441,402,115,288,9335,0.47936694021102
"President","MA","Eastham",2500119295,2203,1199,134,61,105,3702,0.64756025867137
"President","MA","Easthampton",2501519330,6213,2599,367,305,312,9796,0.705061280072628
"President","MA","Easton",2500520100,6556,5231,623,134,467,13011,0.556205989649614
"President","MA","Edgartown",2500721150,1787,779,99,53,92,2810,0.696414653156664
"President","MA","Egremont",2500321360,621,147,30,30,17,845,0.80859375
"President","MA","Erving",2501121780,420,300,59,32,23,834,0.583333333333333
"President","MA","Essex",2500921850,1272,758,166,34,74,2304,0.626600985221675
"President","MA","Everett",2501721990,9461,3940,309,165,348,14223,0.705992090142527
"President","MA","Fairhaven",2500522130,4264,3824,317,133,215,8753,0.527200791295747
"President","MA","Fall River",2500523000,17467,10850,943,501,1062,30823,0.616837941872374
"President","MA","Falmouth",2500123105,11467,7165,728,273,641,20274,0.615446543580936
"President","MA","Fitchburg",2502723875,8590,5587,812,259,431,15679,0.605910982577414
"President","MA","Florida",2500324120,191,170,17,11,11,400,0.529085872576177
"President","MA","Foxborough",2502124820,5132,4161,580,95,376,10344,0.552243624233294
"President","MA","Framingham",2501724925,20520,7063,1196,347,902,30028,0.743936482616104
"President","MA","Franklin",2502125100,9527,6996,988,172,750,18433,0.576590207589421
"President","MA","Freetown",2500525240,2035,2649,178,68,147,5077,0.434457728437233
"President","MA","Gardner",2502725485,4196,3542,590,157,277,8762,0.542258981649005
"President","MA","Georgetown",2500925625,2347,2228,331,49,147,5102,0.513005464480874
"President","MA","Gill",2501125730,579,259,57,32,26,953,0.690930787589499
"President","MA","Gloucester",2500926150,9808,5355,696,280,569,16708,0.646837697025655
"President","MA","Goshen",2501526290,364,213,28,15,18,638,0.630849220103986
"President","MA","Gosnold",2500726325,36,27,2,0,6,71,0.571428571428571
"President","MA","Grafton",2502726430,5372,3883,586,130,316,10287,0.58044300378174
"President","MA","Granby",2501526535,1651,1699,173,93,125,3741,0.492835820895522
"President","MA","Granville",2501326675,335,548,55,20,28,986,0.379388448471121
"President","MA","Great Barrington",2500326815,2880,580,103,128,73,3764,0.832369942196532
"President","MA","Greenfield",2501127025,5574,2098,372,309,344,8697,0.726538060479666
"President","MA","Groton",2501727480,3917,2138,400,96,261,6812,0.646903385631709
"President","MA","Groveland",2500927620,1822,1934,190,52,127,4125,0.485090521831736
"President","MA","Hadley",2501527690,2149,867,105,98,94,3313,0.712533156498674
"President","MA","Halifax",2502327795,1794,2312,228,58,127,4519,0.436921578178276
"President","MA","Hamilton",2500927900,2631,1476,318,69,268,4762,0.640613586559532
"President","MA","Hampden",2501328075,1188,1645,154,37,93,3117,0.419343452170844
"President","MA","Hancock",2500328180,189,159,24,9,16,397,0.543103448275862
"President","MA","Hanover",2502328285,3750,4267,400,71,350,8838,0.467756018460771
"President","MA","Hanson",2502328495,2432,3124,329,58,215,6158,0.43772498200144
"President","MA","Hardwick",2502728740,568,709,77,28,39,1421,0.44479248238058
"President","MA","Harvard",2502728950,2515,889,182,50,140,3776,0.738836662749706
"President","MA","Harwich",2500129020,4560,3294,340,132,246,8572,0.580595874713522
"President","MA","Hatfield",2501529265,1284,660,77,61,70,2152,0.660493827160494
"President","MA","Haverhill",2500929405,15407,12050,1343,418,911,30129,0.561131951779146
"President","MA","Hawley",2501129475,105,67,14,7,13,206,0.61046511627907
"President","MA","Heath",2501129650,244,165,24,12,14,459,0.596577017114914
"President","MA","Hingham",2502330210,8510,4810,691,142,702,14855,0.638888888888889
"President","MA","Hinsdale",2500330315,606,403,55,37,35,1136,0.600594648166501
"President","MA","Holbrook",2502130455,2912,2385,248,90,164,5799,0.549745138757787
"President","MA","Holden",2502730560,5605,4612,661,149,413,11440,0.548595478124694
"President","MA","Holland",2501330665,475,720,106,33,47,1381,0.397489539748954
"President","MA","Holliston",2501730700,5291,2563,458,92,363,8767,0.673669467787115
"President","MA","Holyoke",2501330840,11656,4022,509,392,460,17039,0.743462176297997
"President","MA","Hopedale",2502730945,1759,1375,197,49,131,3511,0.56126356094448
"President","MA","Hopkinton",2501731085,5358,2911,560,100,407,9336,0.647962268714476
"President","MA","Hubbardston",2502731435,1040,1376,203,36,110,2765,0.43046357615894
"President","MA","Hudson",2501731540,6028,3775,599,118,345,10865,0.614913801897378
"President","MA","Hull",2502331645,3688,2356,253,66,180,6543,0.610191925876903
"President","MA","Huntington",2501531785,460,611,71,35,24,1201,0.429505135387488
"President","MA","Ipswich",2500932310,4939,3013,459,138,297,8846,0.621101609657948
"President","MA","Kingston",2502333220,3471,3579,381,84,219,7734,0.492340425531915
"President","MA","Lakeville",2502333920,2466,3374,315,86,263,6504,0.422260273972603
"President","MA","Lancaster",2502734165,1850,1651,284,59,165,4009,0.528420451299629
"President","MA","Lanesborough",2500334340,998,597,77,32,43,1747,0.625705329153605
"President","MA","Lawrence",2500934550,19852,3535,476,220,454,24537,0.848847650404071
"President","MA","Lee",2500334655,1969,852,115,86,77,3099,0.697979439914924
"President","MA","Leicester",2502734795,2423,2825,318,72,190,5828,0.461699695121951
"President","MA","Lenox",2500334970,2234,572,116,70,104,3096,0.796151104775481
"President","MA","Leominster",2502735075,9840,8199,1076,262,574,19951,0.545484782970231
"President","MA","Leverett",2501135180,996,185,24,56,35,1296,0.843353090601185
"President","MA","Lexington",2501735215,13900,3279,610,244,558,18591,0.809127423016474
"President","MA","Leyden",2501135285,306,139,23,20,14,502,0.687640449438202
"President","MA","Lincoln",2501735425,2996,625,178,49,109,3957,0.827395747031207
"President","MA","Littleton",2501735950,3445,1876,393,56,231,6001,0.647434692726931
"President","MA","Longmeadow",2501336300,5311,3457,412,128,326,9634,0.605725364963504
"President","MA","Lowell",2501737000,23555,10584,1437,552,1218,37346,0.689973344269018
"President","MA","Ludlow",2501337175,4483,5097,410,144,307,10441,0.467954070981211
"President","MA","Lunenburg",2502737420,2942,2802,386,79,231,6440,0.512186629526462
"President","MA","Lynn",2500937490,22164,9311,925,430,1359,34189,0.70417791898332
"President","MA","Lynnfield",2500937560,3238,3829,297,72,257,7693,0.458185934625725
"President","MA","Malden",2501737875,15845,5538,641,335,636,22995,0.741009212926156
"President","MA","Manchester-by-the-Sea",2500937995,2249,954,227,34,159,3623,0.702154230408992
"President","MA","Mansfield",2500538225,6879,5073,697,142,550,13341,0.575552208835341
"President","MA","Marblehead",2500938400,8111,3759,665,117,506,13158,0.683319292333614
"President","MA","Marion",2502338540,1861,1159,151,49,103,3323,0.616225165562914
"President","MA","Marlborough",2501738715,10577,5959,918,225,657,18336,0.63963473633285
"President","MA","Marshfield",2502338855,7343,7215,697,181,484,15920,0.504396208270367
"President","MA","Mashpee",2500139100,4448,3839,347,119,231,8984,0.53674429829854
"President","MA","Mattapoisett",2502339450,2125,1820,163,52,154,4314,0.538656527249683
"President","MA","Maynard",2501739625,3860,1671,303,77,179,6090,0.697884650153679
"President","MA","Medfield",2502139765,4409,2400,427,61,502,7799,0.64752533411661
"President","MA","Medford",2501739835,20690,7671,897,378,892,30528,0.729522936426783
"President","MA","Medway",2502139975,4009,2948,458,67,318,7800,0.576254132528389
"President","MA","Melrose",2501740115,10687,4832,678,172,592,16961,0.688639731941491
"President","MA","Mendon",2502740255,1530,1694,214,30,116,3584,0.474565756823821
"President","MA","Merrimac",2500940430,1895,1622,226,57,135,3935,0.538811487062838
"President","MA","Methuen",2500940710,11662,10235,811,236,640,23584,0.532584372288441
"President","MA","Middleborough",2502340850,4837,6583,676,164,395,12655,0.423555166374781
"President","MA","Middlefield",2501540990,155,115,16,10,11,307,0.574074074074074
"President","MA","Middleton",2500941095,2159,2663,192,33,164,5211,0.447739527167151
"President","MA","Milford",2502741165,7370,5237,601,159,459,13826,0.584595859443166
"President","MA","Millbury",2502741340,3162,3445,394,83,204,7288,0.478583320720448
"President","MA","Millis",2502141515,2620,1890,309,58,173,5050,0.580931263858093
"President","MA","Millville",2502741585,624,874,103,28,43,1672,0.416555407209613
"President","MA","Milton",2502141690,10752,4286,595,149,580,16362,0.714988695305227
"President","MA","Monroe",2501142040,25,26,5,2,1,59,0.490196078431373
"President","MA","Monson",2501342145,1922,2259,245,108,146,4680,0.459698636689787
"President","MA","Montague",2501142285,2858,1095,213,181,144,4491,0.722995193523906
"President","MA","Monterey",2500342460,417,88,20,12,17,554,0.825742574257426
"President","MA","Montgomery",2501342530,199,281,32,12,6,530,0.414583333333333
"President","MA","Mount Washington",2500343300,76,19,5,4,3,107,0.8
"President","MA","N. Adams",2500346225,3730,1570,241,172,166,5879,0.70377358490566
"President","MA","N. Andover",2500946365,8499,6391,801,119,581,16391,0.570785762256548
"President","MA","N. Attleborough",2500546575,7059,6716,863,226,570,15434,0.512450090744102
"President","MA","N. Brookfield",2502747135,907,1413,160,36,75,2591,0.390948275862069
"President","MA","N. Reading",2501748955,4283,3986,470,87,328,9154,0.517958640706252
"President","MA","Nahant",2500943580,1347,864,87,23,57,2378,0.609226594301221
"President","MA","Nantucket",2501943790,4146,1892,260,108,177,6583,0.686651209009606
"President","MA","Natick",2501743895,13420,4870,853,222,732,20097,0.733734281027884
"President","MA","Needham",2502144105,12797,4019,746,150,760,18472,0.761001427212179
"President","MA","New Ashford",2500344385,101,39,14,6,1,161,0.721428571428571
"President","MA","New Bedford",2500545000,20812,10327,955,586,928,33608,0.668358007643148
"President","MA","New Braintree",2502745105,246,326,22,18,11,623,0.43006993006993
"President","MA","New Marlborough",2500345420,564,218,34,35,20,871,0.721227621483376
"President","MA","New Salem",2501145490,337,208,28,22,19,614,0.618348623853211
"President","MA","Newbury",2500945175,2465,1716,215,63,164,4623,0.589571872757713
"President","MA","Newburyport",2500945245,7385,3114,520,140,425,11584,0.703400323840366
"President","MA","Newton",2501745560,36463,7764,1466,514,1262,47469,0.82445112713953
"President","MA","Norfolk",2502146050,2956,2458,391,60,277,6142,0.545991872922054
"President","MA","Northampton",2501546330,13512,1878,341,638,626,16995,0.877972709551657
"President","MA","Northborough",2502746820,5130,2964,523,104,345,9066,0.633802816901408
"President","MA","Northbridge",2502746925,3425,3977,574,104,327,8407,0.462712780329641
"President","MA","Northfield",2501147835,1013,533,91,50,70,1757,0.655239327296248
"President","MA","Norton",2500549970,4555,4428,496,113,449,10041,0.507068907937215
